2024-12-01 22:56:07.893068,42.8,800,8,3,4272279552,64.4,0.0,1999.0
2024-12-03 23:50:11.531353,32.1,552,8,2,4365684736,65.2,0.0,2646.0
2024-12-03 23:50:14.693841,8.6,900,8,2,4364070912,65.2,208.0,2756.0
2024-12-03 23:50:17.850548,4.9,793,8,2,4390158336,65.5,0.0,1810.0
2024-12-03 23:50:21.037230,7.3,550,8,2,4382203904,65.4,0.0,1842.0
2024-12-03 23:50:24.220456,26.1,900,8,2,4391014400,65.7,0.0,2174.0
2024-12-03 23:50:27.401758,1.5,900,8,2,4372463616,65.4,0.0,2026.0
2024-12-03 23:50:30.567723,18.8,900,8,2,4367007744,65.3,1645.0,3694.0
2024-12-03 23:50:33.760838,30.2,1021,8,2,4355522560,65.3,1625.0,4496.0
2024-12-03 23:50:36.951285,29.4,899,8,2,4404547584,65.9,7964.0,62030.0
2024-12-03 23:50:40.169586,20.3,928,8,2,4396068864,65.8,2405.0,4820.0
2024-12-03 23:50:43.323816,23.7,920,8,2,4385644544,65.7,4036.0,9368.0
2024-12-03 23:50:46.404765,20.8,928,8,2,4378877952,65.6,2232.0,4574.0
2024-12-03 23:50:49.604585,63.5,900,8,2,4404330496,66.4,2880.0,8073.0
2024-12-03 23:50:52.786955,21.0,900,8,2,4407140352,66.4,2444.0,7430.0
2024-12-03 23:50:55.960097,36.9,900,8,2,4388691968,66.1,0.0,2062.0
2024-12-03 23:50:59.132452,9.2,560,8,2,4399210496,66.1,1227.0,4544.0
2024-12-03 23:51:02.322003,27.1,899,8,2,4398542848,65.9,1504.0,4736.0
2024-12-03 23:51:05.443776,20.2,851,8,2,4376973312,65.7,1813.0,4253.0
2024-12-03 23:51:08.522972,20.0,1000,8,2,4376723456,65.7,1574.0,3744.0
2024-12-03 23:51:11.680198,24.9,1082,8,2,4369371136,65.6,0.0,1492.0
2024-12-03 23:51:14.833603,16.9,899,8,1,4374093824,65.6,1161.0,3748.0
2024-12-03 23:51:17.990734,19.4,903,8,1,4378771456,65.6,1398.0,4719.0
2024-12-03 23:51:21.072872,18.6,868,8,2,4375977984,65.6,1574.0,5549.0
2024-12-03 23:51:24.226748,26.0,837,8,2,4392337408,65.8,1022.0,4252.0
2024-12-03 23:51:27.387332,22.5,1000,8,2,4400947200,65.8,0.0,2270.0
2024-12-03 23:51:30.548161,1.6,650,8,2,4395831296,65.8,0.0,1736.0
2024-12-03 23:51:33.630955,17.4,800,8,2,4398968832,65.6,0.0,1918.0
2024-12-03 23:51:36.801727,18.3,800,8,2,4392771584,65.7,0.0,1889.0
2024-12-03 23:51:39.973175,10.2,800,8,2,4375773184,65.6,3958.0,2950.0
2024-12-03 23:51:43.146072,10.6,662,8,2,4404969472,66.3,94.0,2624.0
2024-12-03 23:51:46.235430,19.2,800,8,2,4393799680,66.1,2867.0,3266.0
2024-12-03 23:51:49.408032,16.7,600,8,2,4392800256,66.1,1575.0,5745.0
2024-12-03 23:51:52.574379,37.1,700,8,2,4252672000,64.4,94.0,2238.0
2024-12-03 23:51:55.733492,19.2,750,8,2,4205539328,63.5,70.0,1766.0
2024-12-03 23:51:58.823192,47.4,799,8,2,4189245440,64.3,400.0,5201.0
2024-12-03 23:52:02.052710,24.5,750,8,2,4167708672,63.3,2803.0,2569.0
2024-12-03 23:52:05.223441,25.3,750,8,2,4171681792,65.0,0.0,1496.0
2024-12-03 23:52:08.313195,20.1,799,8,2,4174741504,64.0,0.0,3194.0
2024-12-03 23:52:11.459945,33.9,799,8,2,4180697088,63.8,0.0,2226.0
2024-12-03 23:52:14.659170,19.7,801,8,2,4178915328,63.7,4659.0,2364.0
2024-12-03 23:52:17.825343,9.9,600,8,2,4141215744,63.1,779.0,3739.0
2024-12-03 23:52:20.913560,18.5,800,8,2,4131454976,63.0,129.0,1734.0
2024-12-03 23:52:24.082826,14.3,800,8,2,4121690112,62.8,94.0,1512.0
2024-12-03 23:52:27.243535,20.8,900,8,2,4105814016,62.6,94.0,2162.0
2024-12-03 23:52:30.398395,9.5,600,8,1,4111622144,62.7,0.0,2198.0
2024-12-03 23:52:33.488357,9.8,706,8,1,4112740352,62.7,94.0,2344.0
2024-12-03 23:52:36.650139,13.5,750,8,1,4111200256,62.7,4814.0,3310.0
